"id","y_2011","y_2013","y_2015","y_2016","y_2017","y_2018","y_2019","y_2020","y_2021","y_2022"
2,525,492,370,397,313,271,259,344,393,494
3,377,304,332,368,254,225,217,265,313,432
4,6,7,4,4,4,5,1,1,0,1
5,368,414,416,431,445,409,335,384,427,486
6,885,811,936,979,799,725,583,721,793,856
7,1,2,2,2,0,0,1,2,2,10
8,142,59,134,150,119,27,97,108,107,157
9,88,82,56,57,57,69,45,44,50,57
10,1209,1301,1194,1240,1038,1001,635,740,841,875
11,37,20,31,31,22,15,12,14,27,27
12,885,908,919,970,814,703,615,770,921,1099
13,552,533,550,569,477,454,366,480,610,696
14,402,462,509,539,476,405,332,520,656,844
15,95,87,93,99,74,70,51,64,67,89
16,1175,1215,1491,1577,1326,1190,892,1169,1334,1657
17,985,1004,1150,1207,932,751,727,897,998,1220
18,164,165,152,154,83,109,101,135,168,255
19,113,103,104,112,101,90,83,104,119,186
20,107,70,78,82,71,54,58,100,122,184
21,974,1039,1066,1097,911,831,644,813,889,1037
22,179,162,164,170,110,94,73,107,155,191
23,510,531,599,627,535,487,472,531,599,660
24,206,178,121,122,52,56,44,46,56,47
25,82,76,65,67,48,49,23,43,60,69
26,227,227,227,230,176,163,183,227,294,361
27,472,480,491,507,401,387,323,410,484,658
28,13,17,16,16,24,15,16,18,20,33
29,24,29,29,31,25,17,24,29,39,52
30,942,944,1056,1146,979,912,852,994,1051,1066
31,22,15,14,15,16,11,7,12,18,21
32,23,29,22,25,17,20,14,14,14,23
33,157,129,148,154,130,105,113,150,177,245
34,512,541,676,716,678,621,686,810,920,1225
35,351,310,340,354,281,283,233,310,335,434
36,196,177,195,197,168,138,108,158,206,260
37,789,783,741,781,624,523,441,523,576,646
38,110,130,116,116,81,97,136,216,243,307
39,491,488,546,565,488,472,383,503,571,782
40,942,917,959,999,944,837,605,761,863,1053
41,130,140,175,177,122,118,80,123,130,179
42,134,126,120,122,91,88,71,104,135,206
43,83,104,90,91,81,78,60,91,119,166
44,20,23,23,23,16,16,21,35,40,56
45,135,102,128,134,139,150,186,287,367,548
46,338,323,362,365,353,362,297,432,563,703
47,21,23,28,29,28,25,39,32,40,44
48,339,345,369,376,319,306,219,307,360,410
49,478,467,451,473,469,445,386,483,586,748
50,1167,1318,1456,1566,1250,1180,828,952,1070,1186
51,145,134,132,140,86,79,48,69,104,135
52,1044,997,604,632,564,503,422,471,546,656
53,988,973,1247,1326,1013,926,670,824,992,1384
54,519,482,565,583,497,481,343,428,502,591
55,118,119,142,143,85,69,63,104,106,129
56,78,56,47,54,47,34,28,48,44,79
57,400,591,707,744,624,626,484,612,685,780
58,425,420,578,611,518,225,442,546,564,639
59,582,628,726,743,750,701,475,640,769,947
60,382,446,493,516,403,356,273,429,668,957
61,114,124,181,184,159,140,128,144,224,292
62,3,3,1,1,0,2,3,4,10,19
64,570,595,659,677,616,517,475,641,881,1110
65,88,64,68,71,112,98,153,234,363,540
66,237,211,168,175,159,149,171,265,374,485
67,54,68,52,58,38,55,86,123,185,301
68,420,444,448,461,369,343,305,442,532,709
69,19,16,3,3,2,6,10,11,14,37
70,449,462,572,589,523,538,338,382,446,523
71,1073,1135,1048,1072,871,807,583,722,930,1218
72,45,89,124,130,175,146,252,353,519,719
73,614,531,598,618,519,480,414,580,665,900
74,90,68,62,63,54,38,48,55,74,102
75,64,46,71,73,50,45,70,111,145,211
76,150,143,136,143,157,139,205,286,371,507
77,660,571,659,682,617,577,519,714,839,1212
78,198,239,226,248,189,177,176,241,291,459
79,671,656,681,694,600,589,438,520,615,664
80,249,200,206,211,190,181,191,295,401,484
81,97,63,75,80,74,74,104,115,159,232
82,156,171,203,206,193,187,177,257,312,420
83,435,440,498,504,415,378,229,262,302,412
84,89,111,78,81,84,33,49,53,67,109
85,969,1061,1155,1227,1019,957,658,846,943,1083
86,919,906,951,1039,725,687,517,611,749,909
87,598,596,416,433,225,205,196,240,279,285
88,595,581,716,743,613,556,400,502,581,694
89,296,285,381,396,334,307,331,422,458,523
90,524,500,575,605,391,365,262,332,403,441
91,511,479,533,566,477,403,329,437,435,570
92,88,93,143,147,148,143,153,222,274,413
93,301,283,321,326,248,211,217,300,359,463
94,371,369,393,407,336,283,261,314,379,522
95,170,131,160,167,197,167,143,193,248,324
96,446,435,469,479,407,357,403,649,794,999
97,395,363,304,310,250,233,222,325,415,535
98,454,421,503,515,555,478,463,675,748,950
99,226,252,283,295,241,226,135,188,197,227
100,615,646,737,778,600,541,427,555,594,642
101,633,710,782,806,689,658,448,566,654,813
102,464,455,430,437,405,363,254,329,378,465
103,473,481,567,585,448,470,342,362,461,600
105,158,170,176,184,167,164,143,145,165,178
106,405,410,431,440,393,372,223,298,356,512
107,484,442,360,380,238,314,253,373,490,604
108,170,163,174,178,231,222,147,200,208,277
109,290,225,279,297,177,176,256,383,448,579
110,225,160,117,119,122,72,123,228,295,406
111,214,319,370,391,344,332,351,532,671,928
112,246,210,307,326,243,266,172,250,323,407
113,747,739,947,983,930,841,759,977,1130,1454
114,467,429,567,597,644,567,487,590,641,727
115,48,92,82,84,75,89,113,153,164,222
116,924,984,975,1001,788,659,711,833,1013,1352
117,794,767,929,963,872,862,774,1030,1202,1567
118,16,20,27,27,20,27,11,17,30,40
119,246,262,247,260,251,211,290,387,411,560
120,768,822,994,1052,964,879,699,849,926,1036
121,671,718,804,844,678,662,462,562,663,814
122,,,,,,,,,,1010
123,837,846,967,1020,925,824,660,783,889,1302
124,732,741,916,970,734,679,619,803,920,1365
125,805,864,1081,1141,886,824,689,896,1017,559
126,,206,231,237,365,374,385,437,476,947
127,736,768,740,763,621,445,559,694,831,999
128,981,1000,1206,1270,1007,746,693,846,926,53
129,27,33,31,32,37,33,37,40,46,49
130,37,23,21,21,16,19,19,38,53,362
131,205,191,258,269,195,225,178,247,308,36
132,64,47,48,48,38,41,23,28,32,42
133,27,18,13,13,4,7,8,20,28,370
134,235,181,248,257,256,197,197,296,322,628
135,508,507,466,491,464,419,348,422,486,280
136,129,112,119,120,128,132,96,145,147,804
137,590,593,694,714,664,571,486,595,700,312
138,236,250,325,338,315,298,212,253,276,598
139,415,451,500,539,384,345,303,406,494,1000
140,540,552,801,832,653,528,497,628,742,382
141,421,398,490,516,379,329,306,345,362,788
142,635,570,651,674,543,496,445,571,690,18
143,9,12,16,16,19,10,6,14,14,844
144,682,684,704,718,612,634,434,542,653,582
145,529,499,537,572,462,418,342,441,465,489
146,258,308,406,421,342,298,261,340,373,789
147,398,499,624,646,578,540,458,546,645,47
148,31,36,56,56,35,29,19,29,41,53
149,15,15,35,35,27,37,34,43,46,571
150,401,411,488,511,383,332,264,346,432,152
151,78,75,85,88,82,89,83,104,125,197
152,107,107,111,116,107,88,95,121,154,558
153,269,273,323,338,297,285,242,282,352,440
154,213,212,158,161,207,169,169,246,292,896
155,447,412,394,418,450,414,406,560,654,1137
156,651,636,764,795,582,620,528,699,798,731
157,994,1032,900,945,753,719,439,554,665,1436
158,1042,1122,1309,1371,1198,1063,815,1025,1146,605
159,472,509,662,688,580,491,389,459,507,1160
160,1001,1080,1159,1208,1021,899,713,883,960,906
161,553,540,502,513,363,298,445,578,744,624
162,394,473,562,586,502,428,305,406,446,299
163,186,199,198,214,91,63,193,200,233,1723
164,1354,1622,1789,1907,1773,1737,1017,1276,1477,793
165,770,801,787,820,706,598,460,564,632,438
166,365,305,360,370,353,311,304,369,419,371
167,222,207,248,250,193,189,116,145,182,569
168,470,450,451,458,432,399,358,418,453,151
169,71,61,71,74,70,70,57,96,102,58
170,38,36,45,46,52,37,32,36,28,99
171,27,25,15,15,22,25,50,57,64,190
172,63,63,56,58,64,44,74,105,124,502
173,324,401,509,527,434,397,321,400,460,318
174,211,211,196,196,154,129,92,126,139,54
175,27,48,36,36,32,25,16,28,40,124
176,29,55,54,55,60,50,36,83,99,28
177,26,25,35,44,27,26,23,25,28,634
178,101,81,99,102,115,132,227,326,435,33
179,47,36,20,21,17,13,37,32,33,407
180,249,283,405,438,355,316,274,320,352,93
181,85,61,61,63,42,35,39,54,63,328
182,362,381,393,410,320,275,213,268,290,306
183,220,229,278,283,229,219,195,226,251,16
184,43,40,37,39,32,21,5,9,12,703
185,636,578,527,548,423,377,285,418,492,719
186,551,531,633,650,617,484,420,561,581,55
187,22,26,33,34,23,20,16,30,41,145
188,69,69,33,34,28,37,57,85,105,119
189,83,80,44,44,38,39,26,48,82,481
190,405,452,504,523,420,427,277,353,406,547
191,217,248,203,209,166,155,198,254,362,753
192,291,356,430,460,395,236,349,484,598,149
193,104,138,84,89,108,93,49,71,90,84
194,50,50,42,42,41,33,28,47,48,906
195,305,368,302,304,390,340,365,553,705,674
196,467,466,524,544,432,413,381,483,544,827
197,633,688,707,723,664,588,496,591,704,148
198,120,128,116,119,116,152,86,99,106,1388
199,1023,1214,1479,1537,1351,1260,772,949,1133,619
200,452,455,418,438,393,386,390,468,527,151
201,54,59,48,52,53,58,72,88,121,754
202,713,742,902,952,826,794,474,587,656,302
203,218,167,211,218,174,147,113,178,192,86
204,47,43,39,41,27,26,46,63,60,9
205,16,11,3,3,2,1,2,5,5,58
206,33,33,23,23,28,38,38,36,42,830
207,122,108,148,156,226,178,283,452,670,6
208,16,13,9,9,6,6,2,6,4,950
209,470,435,535,556,484,452,465,574,698,255
210,126,119,111,124,95,74,95,132,169,573
211,378,375,455,473,422,418,282,388,445,493
212,414,375,399,428,374,333,262,324,401,19
213,11,18,16,17,17,21,16,20,25,3
215,4,2,5,5,4,6,5,4,3,34
216,28,10,7,9,5,0,9,16,22,5
217,3,2,5,5,3,10,1,1,4,460
218,258,283,254,286,220,217,224,286,341,563
219,172,168,225,234,181,113,243,343,437,364
220,331,368,371,384,336,286,164,228,287,775
221,310,296,380,400,365,338,343,487,626,17
